nom_amenageur;siren_amenageur;contact_amenageur;nom_operateur;contact_operateur;telephone_operateur;nom_enseigne;id_station_itinerance;id_station_local;nom_station;implantation_station;adresse_station;code_insee_commune;Nombre points de charge;id_pdc_itinerance;id_pdc_local;puissance_nominale;prise_type_ef;prise_type_2;prise_type_combo_ccs;prise_type_chademo;prise_type_autre;gratuit;paiement_acte;paiement_cb;paiement_autre;tarification;condition_acces;reservation;horaires;accessibilite_pmr;restriction_gabarit;station_deux_roues;raccordement;num_pdl;date_mise_en_service;Observations;Date de mise Ã  jour;cable_t2_attache;last_modified;datagouv_dataset_id;datagouv_resource_id;datagouv_organization_or_owner;consolidated_longitude;consolidated_latitude;consolidated_code_postal;consolidated_commune;consolidated_is_lon_lat_correct;consolidated_is_code_insee_verified;Localisation;libelle_region;code_region;libelle_departement;libelle_epci;siret_epci;libelle_commune;department;tranche_puissance;dep_b
SYDEV;200042489.0;accueil@sydev-vendee.fr;SPIE CITYNETWORKS;assistance-technique@ouestcharge-paysdelaloire-moncompte.fr;970830213;SYDEV;FRS85P85027A;;OuestCharge - Quick Charger - Bouffere - Flechet;Voirie;Rue du FlÃ©chet 85600 BOUFFERE (85);85027;2.0;FRS85E850270011;;50;false;false;false;true;false;false;true;true;true;https://www.ouestcharge-paysdelaloire-moncompte.fr/fr/tarifs;AccÃ¨s libre;false;24-juil;Accessible mais non rÃ©servÃ© PMR;Aucune restriction;false;;;20/09/2022;;04/11/2022;;2023-02-26T09:51:53+01:00;54b7ce3ec751df56d15fa5a2;e2440b2b-9eac-4533-8eba-9da82c1877b4;sydev;-1.351041;46.957664;;;False;False;46.957664, -1.351041;Pays de la Loire;52;VendÃ©e;CA Terres de Montaigu;200070233.0;Montaigu-VendÃ©e;;50.0;85
SYDEV;200042489.0;accueil@sydev-vendee.fr;SPIE CITYNETWORKS;assistance-technique@ouestcharge-paysdelaloire-moncompte.fr;970830213;SYDEV;FRS85P85146A;;OuestCharge - Diva Sp - Montaigu - Jarley;Voirie;Place du Pont Jarley 85600 MONTAIGU (85);85146;2.0;FRS85E851460012;;22;true;true;false;false;false;false;true;false;true;https://www.ouestcharge-paysdelaloire-moncompte.fr/fr/tarifs;AccÃ¨s libre;false;24-juil;Accessible mais non rÃ©servÃ© PMR;Aucune restriction;false;;;25/05/2021;;04/11/2022;;2023-02-26T09:51:53+01:00;54b7ce3ec751df56d15fa5a2;e2440b2b-9eac-4533-8eba-9da82c1877b4;sydev;-1.31215;46.974091;85600.0;Montaigu-VendÃ©e;True;True;46.974091, -1.31215;Pays de la Loire;52;VendÃ©e;CA Terres de Montaigu;200070233.0;Montaigu-VendÃ©e;;22.0;85
SYDEV;200042489.0;accueil@sydev-vendee.fr;SPIE CITYNETWORKS;assistance-technique@ouestcharge-paysdelaloire-moncompte.fr;970830213;SYDEV;FRS85P85012A;;OuestCharge - Quick Charger Evtronic - La Barre-de-Monts - Saint-Jean-de-Monts;Voirie;Rue de Saint-Jean-de-Monts 85550 LA BARRE-DE-MONTS (85);85012;2.0;FRS85E850120022;;50;false;false;false;true;false;false;true;true;true;https://www.ouestcharge-paysdelaloire-moncompte.fr/fr/tarifs;AccÃ¨s libre;false;24-juil;Accessible mais non rÃ©servÃ© PMR;Aucune restriction;false;;;18/05/2021;;04/11/2022;;2023-02-26T09:51:53+01:00;54b7ce3ec751df56d15fa5a2;e2440b2b-9eac-4533-8eba-9da82c1877b4;sydev;-2.119488;46.88022;85550.0;La Barre-de-Monts;True;True;46.88022, -2.119488;Pays de la Loire;52;VendÃ©e;CC OcÃ©an Marais de Monts;248500258.0;La Barre-de-Monts;;50.0;85
SYDEV;200042489.0;accueil@sydev-vendee.fr;SPIE CITYNETWORKS;assistance-technique@ouestcharge-paysdelaloire-moncompte.fr;970830213;SYDEV;FRS85P85014A;;OuestCharge - Diva Sp - Bazoges-En-Pareds - Clemenceau;Voirie;Rue Georges ClÃ©menceau 85390 BAZOGES-EN-PAREDS (85);85014;2.0;FRS85E850140012;;22;true;true;false;false;false;false;true;false;true;https://www.ouestcharge-paysdelaloire-moncompte.fr/fr/tarifs;AccÃ¨s libre;false;24-juil;Accessible mais non rÃ©servÃ© PMR;Aucune restriction;false;;;09/04/2021;;04/11/2022;;2023-02-26T09:51:53+01:00;54b7ce3ec751df56d15fa5a2;e2440b2b-9eac-4533-8eba-9da82c1877b4;sydev;-0.91576;46.657139;85390.0;Bazoges-en-Pareds;True;True;46.657139, -0.91576;Pays de la Loire;52;VendÃ©e;CC du Pays de la ChÃ¢taigneraie;248500415.0;Bazoges-en-Pareds;;22.0;85
SYDEV;200042489.0;accueil@sydev-vendee.fr;SPIE CITYNETWORKS;assistance-technique@ouestcharge-paysdelaloire-moncompte.fr;970830213;SYDEV;FRS85P85109B;;OuestCharge - E-Twin - Les Herbiers - Droits de l'Homme;Voirie;Place des Droits de L'Homme 85500 LES HERBIERS (85);85109;2.0;FRS85E851090011;;22;true;true;false;false;false;false;true;false;true;https://www.ouestcharge-paysdelaloire-moncompte.fr/fr/tarifs;AccÃ¨s libre;false;24-juil;Accessible mais non rÃ©servÃ© PMR;Aucune restriction;false;;;29/04/2021;;04/11/2022;;2023-02-26T09:51:53+01:00;54b7ce3ec751df56d15fa5a2;e2440b2b-9eac-4533-8eba-9da82c1877b4;sydev;-1.00948;46.871399;85500.0;Les Herbiers;True;True;46.871399, -1.00948;Pays de la Loire;52;VendÃ©e;CC du Pays des Herbiers;248500621.0;Les Herbiers;;22.0;85
SYDEV;200042489.0;accueil@sydev-vendee.fr;SPIE CITYNETWORKS;assistance-technique@ouestcharge-paysdelaloire-moncompte.fr;970830213;SYDEV;FRS85P85114A;;OuestCharge - Diva Sp - Jard-sur-Mer - Langibaudiere;Voirie;Rue Biaille de LangibaudiÃ¨re 85520 JARD-SUR-MER (85);85114;2.0;FRS85E851140012;;22;true;true;false;false;false;false;true;false;true;https://www.ouestcharge-paysdelaloire-moncompte.fr/fr/tarifs;AccÃ¨s libre;false;24-juil;Accessible mais non rÃ©servÃ© PMR;Aucune restriction;false;;;16/04/2021;;04/11/2022;;2023-02-26T09:51:53+01:00;54b7ce3ec751df56d15fa5a2;e2440b2b-9eac-4533-8eba-9da82c1877b4;sydev;-1.57682;46.41642;85520.0;Jard-sur-Mer;True;True;46.41642, -1.57682;Pays de la Loire;52;VendÃ©e;CC VendÃ©e Grand Littoral;200071900.0;Jard-sur-Mer;;22.0;85
SYDEV;200042489.0;accueil@sydev-vendee.fr;SPIE CITYNETWORKS;assistance-technique@ouestcharge-paysdelaloire-moncompte.fr;970830213;SYDEV;FRS85P85243A;;OuestCharge - Diva Sp - Brem-sur-Mer - Prieur;Voirie;Rue du Champ Prieur 85470 BREM-SUR-MER (85);85243;2.0;FRS85E852430011;;22;true;true;false;false;false;false;true;false;true;https://www.ouestcharge-paysdelaloire-moncompte.fr/fr/tarifs;AccÃ¨s libre;false;24-juil;Accessible mais non rÃ©servÃ© PMR;Aucune restriction;false;;;08/06/2021;;04/11/2022;;2023-02-26T09:51:53+01:00;54b7ce3ec751df56d15fa5a2;e2440b2b-9eac-4533-8eba-9da82c1877b4;sydev;-1.83562;46.6063;85470.0;Brem-sur-Mer;True;True;46.6063, -1.83562;Pays de la Loire;52;VendÃ©e;CA du Pays de Saint-Gilles-Croix-de-Vie;200023778.0;Brem-sur-Mer;;22.0;85
SYDEV;200042489.0;accueil@sydev-vendee.fr;SPIE CITYNETWORKS;assistance-technique@ouestcharge-paysdelaloire-moncompte.fr;970830213;SYDEV;FRS85P85060B;;OuestCharge - E-Twin - Chateau-d'Olonne - Tanchet;Voirie;Parking de Tanchet 85180 CHATEAU-D'OLONNE (85);85060;2.0;FRS85E850600021;;22;true;true;false;false;false;false;true;false;true;https://www.ouestcharge-paysdelaloire-moncompte.fr/fr/tarifs;AccÃ¨s libre;false;24-juil;Accessible mais non rÃ©servÃ© PMR;Aucune restriction;false;;;15/04/2021;;04/11/2022;;2023-02-26T09:51:53+01:00;54b7ce3ec751df56d15fa5a2;e2440b2b-9eac-4533-8eba-9da82c1877b4;sydev;-1.7591;46.481231;;;False;False;46.481231, -1.7591;Pays de la Loire;52;VendÃ©e;CA Les Sables d'Olonne AgglomÃ©ration;200071165.0;Les Sables-d'Olonne;;22.0;85
SYDEV;200042489.0;accueil@sydev-vendee.fr;SPIE CITYNETWORKS;assistance-technique@ouestcharge-paysdelaloire-moncompte.fr;970830213;SYDEV;FRS85P85081A;;OuestCharge - Diva Sp - Dompierre-Sur-Yon - Margerie;Voirie;Rue de Margerie - Parking PÃ©ri-Scolaire 85170 DOMPIERRE-SUR-YON (85);85081;2.0;FRS85E850810012;;22;true;true;false;false;false;false;true;false;true;https://www.ouestcharge-paysdelaloire-moncompte.fr/fr/tarifs;AccÃ¨s libre;false;24-juil;Accessible mais non rÃ©servÃ© PMR;Aucune restriction;false;;;07/04/2021;;04/11/2022;;2023-02-26T09:51:53+01:00;54b7ce3ec751df56d15fa5a2;e2440b2b-9eac-4533-8eba-9da82c1877b4;sydev;-1.38599;46.73901;85170.0;Dompierre-sur-Yon;True;True;46.73901, -1.38599;Pays de la Loire;52;VendÃ©e;CA La Roche-sur-Yon AgglomÃ©ration;248500589.0;Dompierre-sur-Yon;;22.0;85
SYDEV;200042489.0;accueil@sydev-vendee.fr;SPIE CITYNETWORKS;assistance-technique@ouestcharge-paysdelaloire-moncompte.fr;970830213;SYDEV;FRS85P85092A;;OuestCharge - E-Twin - Fontenay-Le-Comte - Rouchefoucault;Voirie;AmÃ©nagement Rouchefoucault 85200 FONTENAY-LE-COMTE (85);85092;2.0;FRS85E850920012;;22;true;true;false;false;false;false;true;false;true;https://www.ouestcharge-paysdelaloire-moncompte.fr/fr/tarifs;AccÃ¨s libre;false;24-juil;Accessible mais non rÃ©servÃ© PMR;Aucune restriction;false;;;27/04/2021;;04/11/2022;;2023-02-26T09:51:53+01:00;54b7ce3ec751df56d15fa5a2;e2440b2b-9eac-4533-8eba-9da82c1877b4;sydev;-0.80378;46.468151;85200.0;Fontenay-le-Comte;True;True;46.468151, -0.80378;Pays de la Loire;52;VendÃ©e;CC Pays de Fontenay-VendÃ©e;200071934.0;Fontenay-le-Comte;;22.0;85
SYDEV;200042489.0;accueil@sydev-vendee.fr;SPIE CITYNETWORKS;assistance-technique@ouestcharge-paysdelaloire-moncompte.fr;970830213;SYDEV;FRS85P85307A;;OuestCharge - E-Twin - La Faute-Sur-Mer - Mairie;Voirie;Parking de la Mairie 85460 LA FAUTE-SUR-MER (85);85307;2.0;FRS85E853070011;;22;true;true;false;false;false;false;true;false;true;https://www.ouestcharge-paysdelaloire-moncompte.fr/fr/tarifs;AccÃ¨s libre;false;24-juil;Accessible mais non rÃ©servÃ© PMR;Aucune restriction;false;;;28/04/2021;;04/11/2022;;2023-02-26T09:51:53+01:00;54b7ce3ec751df56d15fa5a2;e2440b2b-9eac-4533-8eba-9da82c1877b4;sydev;-1.321756;46.330966;;;False;False;46.330966, -1.321756;Pays de la Loire;52;VendÃ©e;CC Sud VendÃ©e Littoral;200073260.0;L'Aiguillon-la-Presqu'Ã®le;;22.0;85
DRIVECO;390665792.0;exploitation@driveco.com;;exploitation@driveco.com;;Volvo;FRSSDPGENERALAUTOVOLVO447001;;GÃ©nÃ©ral Automobile - Volvo Nantes;Parking privÃ© Ã  usage public;9 Rue Emile Levassor 44700 Orvault;44114;14.0;FRSSDE10766P2;;22;false;true;false;false;false;false;false;true;false;;AccÃ¨s libre;false;Mo 08:30-12:30, Mo 13:30-19:00, Tu 08:30-12:30, Tu 13:30-19:00, We 08:30-12:30, We 13:30-19:00, Th 08:30-12:30, Th 13:30-19:00, Fr 08:30-12:30, Fr 13:30-19:00, Sa 09:00-12:30, Sa 14:00-18:00;Accessible mais non rÃ©servÃ© PMR;aucune;false;Indirect;0;17/03/2021;;06/02/2023;;2023-02-26T09:51:19+01:00;5fd093b73438a6a99bdf3606;444ac57d-eec9-4b6c-ad68-4e3e07e8ff26;driveco;-1.631036;47.25612;44700.0;Orvault;True;True;47.25612, -1.631036;Pays de la Loire;52;Loire-Atlantique;Nantes MÃ©tropole;244400404.0;Orvault;;22.08;44
DRIVECO;390665792.0;exploitation@driveco.com;;exploitation@driveco.com;;Volvo;FRSSDPGENERALAUTOVOLVO447001;;GÃ©nÃ©ral Automobile - Volvo Nantes;Parking privÃ© Ã  usage public;9 Rue Emile Levassor 44700 Orvault;44114;14.0;FRSSDE10765P2;;22;false;true;false;false;false;false;false;true;false;;AccÃ¨s libre;false;Mo 08:30-12:30, Mo 13:30-19:00, Tu 08:30-12:30, Tu 13:30-19:00, We 08:30-12:30, We 13:30-19:00, Th 08:30-12:30, Th 13:30-19:00, Fr 08:30-12:30, Fr 13:30-19:00, Sa 09:00-12:30, Sa 14:00-18:00;Accessible mais non rÃ©servÃ© PMR;aucune;false;Indirect;0;11/03/2021;;06/02/2023;;2023-02-26T09:51:19+01:00;5fd093b73438a6a99bdf3606;444ac57d-eec9-4b6c-ad68-4e3e07e8ff26;driveco;-1.631036;47.25612;44700.0;Orvault;True;True;47.25612, -1.631036;Pays de la Loire;52;Loire-Atlantique;Nantes MÃ©tropole;244400404.0;Orvault;;22.08;44
DRIVECO;390665792.0;exploitation@driveco.com;;exploitation@driveco.com;;Volvo;FRSSDPGENERALAUTOVOLVO447001;;GÃ©nÃ©ral Automobile - Volvo Nantes;Parking privÃ© Ã  usage public;9 Rue Emile Levassor 44700 Orvault;44114;14.0;FRSSDE10765P1;;22;true;true;false;false;false;false;false;true;false;;AccÃ¨s libre;false;Mo 08:30-12:30, Mo 13:30-19:00, Tu 08:30-12:30, Tu 13:30-19:00, We 08:30-12:30, We 13:30-19:00, Th 08:30-12:30, Th 13:30-19:00, Fr 08:30-12:30, Fr 13:30-19:00, Sa 09:00-12:30, Sa 14:00-18:00;Accessible mais non rÃ©servÃ© PMR;aucune;false;Indirect;0;11/03/2021;;06/02/2023;;2023-02-26T09:51:19+01:00;5fd093b73438a6a99bdf3606;444ac57d-eec9-4b6c-ad68-4e3e07e8ff26;driveco;-1.631036;47.25612;44700.0;Orvault;True;True;47.25612, -1.631036;Pays de la Loire;52;Loire-Atlantique;Nantes MÃ©tropole;244400404.0;Orvault;;22.08;44
DRIVECO;532339074.0;exploitation@driveco.com;;exploitation@driveco.com;;Volvo;FRSSDPOCEANEVOLVO850001;;Volvo La Roche sur Yon;Parking privÃ© Ã  usage public;77 Rue de la CroisÃ©e 85000 Mouilleron-le-Captif;85155;12.0;FRSSDE10730P1;;22;true;true;false;false;false;false;false;true;false;;AccÃ¨s libre;false;24-juil;Accessible mais non rÃ©servÃ© PMR;aucune;false;Indirect;0;13/10/2021;;06/02/2023;;2023-02-26T09:51:19+01:00;5fd093b73438a6a99bdf3606;444ac57d-eec9-4b6c-ad68-4e3e07e8ff26;driveco;-1.424702;46.723121;85000.0;Mouilleron-le-Captif;True;True;46.723121, -1.424702;Pays de la Loire;52;VendÃ©e;CA La Roche-sur-Yon AgglomÃ©ration;248500589.0;Mouilleron-le-Captif;;22.08;85
DRIVECO;384560942.0;exploitation@driveco.com;;exploitation@driveco.com;;Leroy Merlin;FRE11PLMLAVAL539401;;LM - Laval St Berthevin (magasin 198);Parking privÃ© Ã  usage public;Boulevard des Loges, Ex Parc des Expositions 53940 Saint Berthevin;53201;8.0;FRE11E10147P2;;22;false;true;false;false;false;true;false;false;false;;AccÃ¨s libre;false;Mo 05:30-20:30, Tu 05:30-20:30, We 05:30-20:30, Th 05:30-20:30, Fr 05:30-20:30, Sa 05:30-20:30, Su 05:30-18:00;Accessible mais non rÃ©servÃ© PMR;aucune;false;Indirect;0;28/06/2017;;06/02/2023;;2023-02-26T09:51:19+01:00;5fd093b73438a6a99bdf3606;444ac57d-eec9-4b6c-ad68-4e3e07e8ff26;driveco;-0.814988;48.061501;53940.0;Saint-Berthevin;True;True;48.061501, -0.814988;Pays de la Loire;52;Mayenne;CA Laval AgglomÃ©ration;200083392.0;Saint-Berthevin;;22.08;53
DRIVECO;384560942.0;exploitation@driveco.com;;exploitation@driveco.com;;Leroy Merlin;FRE11PLMLAVAL539401;;LM - Laval St Berthevin (magasin 198);Parking privÃ© Ã  usage public;Boulevard des Loges, Ex Parc des Expositions 53940 Saint Berthevin;53201;8.0;FRE11E10148P1;;22;true;true;false;false;false;true;false;false;false;;AccÃ¨s libre;false;Mo 05:30-20:30, Tu 05:30-20:30, We 05:30-20:30, Th 05:30-20:30, Fr 05:30-20:30, Sa 05:30-20:30, Su 05:30-18:00;Accessible mais non rÃ©servÃ© PMR;aucune;false;Indirect;0;28/06/2017;;06/02/2023;;2023-02-26T09:51:19+01:00;5fd093b73438a6a99bdf3606;444ac57d-eec9-4b6c-ad68-4e3e07e8ff26;driveco;-0.814988;48.061501;53940.0;Saint-Berthevin;True;True;48.061501, -0.814988;Pays de la Loire;52;Mayenne;CA Laval AgglomÃ©ration;200083392.0;Saint-Berthevin;;22.08;53
